"spellname","checktime","signupdays","logindays","lastlogin","lastlogindiff","loginfrequency"
"wangcaopan","2015/11/19 17:14:33","80","1","2015/11/19","80","0.0125"
"zhangxiaoling_1","2015/11/19 10:59:48","80","1","2015/12/14","55","0.0125"
"chenwenpeng","2015/8/31 11:29:33","160","2","2015/9/30","130","0.0125"
"yangyang_5","2015/11/19 18:04:27","80","1","2015/11/20","79","0.0125"
"liujuan","2015/9/1 10:38:27","159","2","2015/9/6","154","0.0126"
"chenyu","2015/9/1 12:55:45","159","2","2015/9/2","158","0.0126"
"lisong","2015/9/1 11:53:13","159","2","2016/1/21","17","0.0126"
"zhuliya","2015/11/20 09:31:45","79","1","2015/11/20","79","0.0127"
"hujianquan","2015/11/20 16:07:53","79","1","2015/11/20","79","0.0127"
"pengli","2015/11/20 15:22:12","79","1","2015/11/23","76","0.0127"
"huangjingli","2015/11/20 15:49:01","79","1","2015/11/20","79","0.0127"
"liuning_1","2015/11/20 17:09:34","79","1","2015/11/20","79","0.0127"
"yushuyan","2015/11/20 14:58:45","79","1","2015/11/20","79","0.0127"
"zhaobing","2015/11/20 15:17:18","79","1","2015/11/20","79","0.0127"
"huangyilong_1","2015/11/20 16:58:10","79","1","2015/11/23","76","0.0127"
"zhanglei_4","2015/11/20 13:37:55","79","1","2015/11/20","79","0.0127"
"fandaqiang","2015/11/20 17:44:38","79","1","2015/11/20","79","0.0127"
"kuanghao","2015/11/20 11:04:19","79","1","2016/2/3","4","0.0127"
"wuqiong","2015/11/20 10:42:22","79","1","2015/11/20","79","0.0127"
"xiejian_1","2015/11/20 15:29:35","79","1","2015/11/20","79","0.0127"
"liangyunfei","2015/11/20 17:05:43","79","1","2015/11/20","79","0.0127"
"chenying_1","2015/11/20 17:44:39","79","1","2015/11/20","79","0.0127"
"qilu_1825","2015/11/20 14:14:32","79","1","2015/11/20","79","0.0127"
"leiyanglong","2015/11/20 15:18:26","79","1","2015/11/20","79","0.0127"
"wuhuiru","2015/11/20 10:27:04","79","1","2015/11/20","79","0.0127"
"chensisi","2015/11/20 14:31:08","79","1","2015/11/20","79","0.0127"
"dongkai","2015/11/20 14:03:00","79","1","2015/11/20","79","0.0127"
"zenghao","2015/11/20 15:53:52","79","1","2015/12/9","60","0.0127"
"zhaochen_3","2015/11/20 16:43:31","79","1","2015/11/24","75","0.0127"
"chenlida","2015/11/20 16:13:13","79","1","2015/11/20","79","0.0127"
"liudan_2","2015/11/20 10:30:46","79","1","2015/11/30","69","0.0127"
"qinhao","2015/11/20 15:47:10","79","1","2015/11/20","79","0.0127"
"zhanghu_1","2015/11/20 14:35:16","79","1","2015/11/20","79","0.0127"
"zhengchenzi","2015/11/20 15:08:47","79","1","2015/11/20","79","0.0127"
"luoronghuang","2015/11/20 15:51:56","79","1","2015/11/20","79","0.0127"
"fanhouyi","2015/11/20 17:24:02","79","1","2015/11/20","79","0.0127"
"qianyue","2015/11/20 11:54:10","79","1","2015/11/20","79","0.0127"
"chenduanjing","2015/11/20 11:58:02","79","1","2015/11/20","79","0.0127"
"linsenwen","2015/11/20 16:12:17","79","1","2015/11/20","79","0.0127"
"zhouhuang","2015/11/20 11:11:54","79","1","2015/11/20","79","0.0127"
"dengweiwen","2015/11/20 16:31:34","79","1","2015/11/25","74","0.0127"
"wupingping","2015/11/20 15:02:54","79","1","2015/11/26","73","0.0127"
"chenliang","2015/11/20 16:51:18","79","1","2015/11/20","79","0.0127"
"yeziang","2015/11/20 17:08:02","79","1","2015/11/20","79","0.0127"
"zhangjinrui","2015/9/2 14:42:19","158","2","2015/9/8","152","0.0127"
"yuanfusheng","2015/9/6 16:15:04","154","2","2015/12/8","61","0.0130"
"xiaoxueting","2015/9/7 15:42:39","153","2","2015/9/14","146","0.0131"
"zhanglimin","2015/11/23 11:11:34","76","1","2015/11/23","76","0.0132"
"zhangguannan","2015/9/8 17:25:29","152","2","2015/11/24","75","0.0132"
"yewen","2015/11/23 15:16:15","76","1","2015/11/23","76","0.0132"
"luohaifeng","2015/11/23 14:01:06","76","1","2015/11/23","76","0.0132"
"chengli","2015/11/23 13:29:19","76","1","2015/11/23","76","0.0132"
"luoqinghua","2015/9/9 17:45:57","151","2","2015/10/14","116","0.0132"
"gaolei","2015/9/8 17:41:59","152","2","2015/9/9","151","0.0132"
"kangli","2015/9/9 16:18:54","151","2","2015/9/18","142","0.0132"
"zhangmi","2015/11/23 09:03:38","76","1","2015/11/26","73","0.0132"
"yuezongzheng","2015/9/8 15:11:35","152","2","2015/9/9","151","0.0132"
"zhulinna","2015/9/9 16:37:43","151","2","2015/10/28","102","0.0132"
"duanlian","2015/9/9 16:22:51","151","2","2015/10/14","116","0.0132"
"zhuyunzhou","2015/11/23 11:28:39","76","1","2015/11/23","76","0.0132"
"zhouti","2015/9/9 14:53:31","151","2","2015/9/14","146","0.0132"
"yangjing_2","2015/9/9 14:51:56","151","2","2016/1/20","18","0.0132"
"lixuefang","2015/9/9 16:43:15","151","2","2015/12/2","67","0.0132"
"gaoce","2015/11/23 15:32:01","76","1","2016/2/2","5","0.0132"
"zhangxiaofang","2015/11/23 18:34:50","76","1","2015/11/23","76","0.0132"
"zhouxuanjie","2015/9/9 16:28:52","151","2","2015/11/19","80","0.0132"
"wangli_2","2015/9/9 16:26:49","151","2","2015/9/10","150","0.0132"
"huyingzhen","2015/11/23 16:59:01","76","1","2015/11/23","76","0.0132"
"gaopan","2015/11/23 13:34:02","76","1","2015/11/23","76","0.0132"
"tangcan","2015/11/23 10:21:48","76","1","2015/12/11","58","0.0132"
"dongcong","2015/11/23 16:44:07","76","1","2015/11/23","76","0.0132"
"liuxuehua","2015/9/9 11:20:04","151","2","2015/12/9","60","0.0132"
"wanglei_6","2015/11/23 17:16:14","76","1","2015/11/27","72","0.0132"
"chenhao_3","2015/11/23 14:38:51","76","1","2015/11/23","76","0.0132"
"chenxiaojuan","2015/9/9 11:55:50","151","2","2015/11/23","76","0.0132"
"wuyanfei","2015/9/8 10:23:56","152","2","2015/10/9","121","0.0132"
"chenxiaojiang","2015/9/8 14:34:28","152","2","2015/9/16","144","0.0132"
"chenke_1","2015/11/23 16:34:40","76","1","2015/11/23","76","0.0132"
"hewei_4","2015/11/23 14:05:32","76","1","2015/11/23","76","0.0132"
"yexiuli","2015/9/8 14:52:54","152","2","2015/9/16","144","0.0132"
"chenshuo","2015/11/23 15:20:53","76","1","2015/11/23","76","0.0132"
"xiaolei","2015/11/23 17:09:01","76","1","2015/11/23","76","0.0132"
"wangpeng_5","2015/11/23 17:19:49","76","1","2015/11/24","75","0.0132"
"caosongzi","2015/11/23 12:00:23","76","1","2016/1/27","11","0.0132"
"lixinning","2015/11/23 14:38:32","76","1","2015/11/25","74","0.0132"
"liningjun","2015/11/23 17:03:42","76","1","2015/11/23","76","0.0132"
"zhufeng","2015/9/8 12:08:49","152","2","2015/9/9","151","0.0132"
"xiongxing","2015/11/23 15:36:57","76","1","2015/11/23","76","0.0132"
"zhaoyongan","2015/9/8 17:36:24","152","2","2015/11/30","69","0.0132"
"liuzengkui","2015/9/8 14:42:43","152","2","2015/9/9","151","0.0132"
"liangjianming","2015/11/23 16:44:19","76","1","2015/11/23","76","0.0132"
"zhouwei","2015/11/23 10:35:10","76","1","2015/12/9","60","0.0132"
"zhushuanglin","2015/11/23 13:27:24","76","1","2015/11/23","76","0.0132"
"pangwei","2015/9/9 11:10:43","151","2","2016/1/20","18","0.0132"
"jianingyuan","2015/11/23 10:27:24","76","1","2016/1/11","27","0.0132"
"zhouyiming","2015/11/24 17:14:30","75","1","2015/11/24","75","0.0133"
"huangkanghou","2015/11/24 19:00:52","75","1","2015/11/30","69","0.0133"
"yuwanjun","2015/11/24 15:31:29","75","1","2015/11/24","75","0.0133"
"liuzhenyu","2015/11/24 14:30:49","75","1","2015/11/24","75","0.0133"
"mapengbo","2015/11/24 10:41:45","75","1","2015/11/24","75","0.0133"
"matengjun","2015/11/24 17:35:43","75","1","2015/11/24","75","0.0133"
"meijun","2015/11/24 16:43:21","75","1","2015/11/24","75","0.0133"
"huangshaoli","2015/11/24 14:45:12","75","1","2015/11/24","75","0.0133"
"zhaowei_1","2015/9/10 10:23:45","150","2","2015/12/9","60","0.0133"
"gaoyang","2015/9/10 18:17:21","150","2","2015/9/11","149","0.0133"
"wanglinli","2015/11/24 16:02:50","75","1","2015/11/24","75","0.0133"
"tanqiujun","2015/11/24 15:18:06","75","1","2015/11/24","75","0.0133"
"xuminyi","2015/11/24 16:53:38","75","1","2015/11/24","75","0.0133"
"liuxianghui","2015/11/24 16:28:07","75","1","2015/11/24","75","0.0133"
"wangxuanhong","2015/11/24 15:47:05","75","1","2015/11/24","75","0.0133"
"guozhenpeng","2015/11/24 15:56:56","75","1","2016/1/4","34","0.0133"
"yinkaichao","2015/11/24 15:13:22","75","1","2015/11/24","75","0.0133"
"zhouwenying","2015/11/24 16:26:19","75","1","2015/11/24","75","0.0133"
"pengweiping","2015/11/24 16:08:18","75","1","2015/11/24","75","0.0133"
"chenman","2015/11/24 10:29:55","75","1","2015/11/24","75","0.0133"
"qianxiaochao","2015/11/24 16:42:39","75","1","2015/11/24","75","0.0133"
"shengshuxue","2015/11/24 09:21:48","75","1","2015/11/24","75","0.0133"
"yaoyanna","2015/11/24 16:48:36","75","1","2015/11/24","75","0.0133"
"yangsuwen","2015/9/10 16:46:05","150","2","2015/12/25","44","0.0133"
"liuye","2015/11/24 17:37:52","75","1","2015/11/24","75","0.0133"
"helixiang","2015/11/24 15:35:36","75","1","2015/11/24","75","0.0133"
"zhaoyue","2015/11/24 15:54:47","75","1","2015/11/24","75","0.0133"
"wuwenjun","2015/9/10 11:34:19","150","2","2015/9/14","146","0.0133"
"wenqian_3","2015/9/10 11:11:25","150","2","2015/9/17","143","0.0133"
"shenjian_1","2015/11/24 16:13:57","75","1","2015/11/24","75","0.0133"
"panyiwen","2015/11/24 11:42:54","75","1","2015/11/24","75","0.0133"
"hanshuo","2015/11/24 11:16:30","75","1","2016/1/27","11","0.0133"
"lijinsheng","2015/11/24 15:10:56","75","1","2016/1/8","30","0.0133"
"chenjingjing","2015/11/24 15:58:44","75","1","2015/11/24","75","0.0133"
"suna","2015/11/24 16:25:13","75","1","2015/11/24","75","0.0133"
"wushuyin","2015/11/24 17:11:42","75","1","2015/11/24","75","0.0133"
"laihujun","2015/11/24 16:47:37","75","1","2015/11/24","75","0.0133"
"songqiuhong","2015/11/24 15:53:44","75","1","2015/11/24","75","0.0133"
"wurui","2015/9/10 11:52:21","150","2","2015/9/21","139","0.0133"
"wangkan","2015/9/10 11:07:56","150","2","2015/10/9","121","0.0133"
"wangfangwei","2015/11/24 16:29:03","75","1","2015/11/24","75","0.0133"
"huangzihan3","2015/11/24 17:02:08","75","1","2015/11/25","74","0.0133"
"huanghaihao","2015/11/24 16:48:38","75","1","2015/11/24","75","0.0133"
"xuzhou","2015/11/24 10:41:44","75","1","2015/11/24","75","0.0133"
"wangyafei","2015/11/24 16:54:15","75","1","2015/11/24","75","0.0133"
"caojunwen","2015/9/10 14:49:10","150","2","2015/9/17","143","0.0133"
"zhangyinglong","2015/9/11 15:40:35","149","2","2015/9/15","145","0.0134"
"jiangyonghui","2015/9/11 15:47:52","149","2","2015/9/14","146","0.0134"
"liying","2015/9/11 16:37:50","149","2","2015/12/25","44","0.0134"
"shengyanfei","2015/9/11 09:20:50","149","2","2015/9/15","145","0.0134"
"chenyuping","2015/9/11 18:30:41","149","2","2015/9/29","131","0.0134"
"shifeifei","2015/9/11 15:39:00","149","2","2015/8/20","171","0.0134"
"zhengzhihuang","2015/9/11 17:32:04","149","2","2015/10/19","111","0.0134"
"humiao","2015/9/11 15:48:15","149","2","2015/11/5","94","0.0134"
"zhouyanping_2","2015/9/11 11:28:30","149","2","2016/1/5","33","0.0134"
"zhangshenqin","2015/9/11 10:31:34","149","2","2016/1/26","12","0.0134"
"weibin","2015/9/11 10:06:27","149","2","2015/11/2","97","0.0134"
"xusai","2015/9/11 15:59:26","149","2","2015/9/18","142","0.0134"
"chenfang1","2015/9/11 15:01:17","149","2","2015/9/16","144","0.0134"
"jiangtao","2015/9/11 10:10:41","149","2","2016/1/13","25","0.0134"
"zhangwenwen","2015/9/11 17:24:39","149","2","2015/9/24","136","0.0134"
"yeweiyi","2015/11/25 16:13:46","74","1","2015/11/25","74","0.0135"
"renjing","2015/11/25 10:56:52","74","1","2015/11/25","74","0.0135"
"heyi_1","2015/11/25 15:15:30","74","1","2015/11/26","73","0.0135"
"chenjinhua","2015/11/25 11:50:12","74","1","2015/11/25","74","0.0135"
"kongweixiang","2015/11/25 16:05:28","74","1","2015/11/25","74","0.0135"
"wangcongshan","2015/11/25 15:37:56","74","1","2015/11/25","74","0.0135"
"wangzhuo_1","2015/11/25 11:34:13","74","1","2015/11/25","74","0.0135"
"sunjiaye","2015/11/25 11:37:09","74","1","2015/12/9","60","0.0135"
"lianxiaolin","2015/11/25 15:07:52","74","1","2015/11/25","74","0.0135"
"chendening","2015/11/25 12:01:06","74","1","2015/11/25","74","0.0135"
"fanjie","2015/11/25 11:13:33","74","1","2015/11/25","74","0.0135"
"zhangyan_7","2015/11/25 16:23:06","74","1","2015/11/25","74","0.0135"
"xiangbo","2015/11/25 14:22:36","74","1","2015/11/25","74","0.0135"
"wanglingling","2015/11/25 11:08:25","74","1","2015/11/25","74","0.0135"
"liansongbai","2015/11/25 16:15:23","74","1","2015/11/25","74","0.0135"
"lipeng_2","2015/11/25 17:20:38","74","1","2015/11/25","74","0.0135"
"fangyu","2015/11/25 11:19:31","74","1","2015/11/25","74","0.0135"
"zhangxiwen","2015/11/25 14:52:31","74","1","2015/11/25","74","0.0135"
"wuzeng","2015/11/25 11:05:12","74","1","2015/11/25","74","0.0135"
"zhangyan_4","2015/11/25 15:22:01","74","1","2015/11/25","74","0.0135"
"wangluyao_1","2015/11/25 15:37:55","74","1","2015/11/25","74","0.0135"
"zhangshu_1","2015/11/25 10:09:14","74","1","2015/11/25","74","0.0135"
"xieqiu","2015/11/25 14:35:00","74","1","2015/11/25","74","0.0135"
"yuewenjie","2015/11/25 10:13:17","74","1","2015/11/25","74","0.0135"
"zhufule","2015/11/25 10:35:52","74","1","2015/11/25","74","0.0135"
"wubing_1","2015/11/25 14:47:03","74","1","2015/11/25","74","0.0135"
"liyu_1","2015/11/25 14:24:49","74","1","2015/11/26","73","0.0135"
"xumengting","2015/11/25 10:47:17","74","1","2015/11/25","74","0.0135"
"xufeng","2015/11/25 12:01:05","74","1","2015/11/25","74","0.0135"
"fengyinghui","2015/11/25 13:13:58","74","1","2015/11/25","74","0.0135"
"zhangjing_5","2015/11/26 16:14:55","73","1","2015/11/26","73","0.0137"
"niexuemin","2015/9/14 17:41:50","146","2","2015/9/15","145","0.0137"
"ouyangjian","2015/11/26 16:20:56","73","1","2015/11/26","73","0.0137"
"huyang","2015/11/26 10:52:28","73","1","2015/11/26","73","0.0137"
"shenpengfei","2015/11/26 10:18:27","73","1","2015/11/30","69","0.0137"
"wujifei","2015/11/26 16:31:32","73","1","2015/11/26","73","0.0137"
"wuqiong_1","2015/11/26 15:49:02","73","1","2015/11/26","73","0.0137"
"gaoyajing","2015/11/26 17:07:14","73","1","2015/11/26","73","0.0137"
"wangzhiwei","2015/11/26 15:52:41","73","1","2015/11/26","73","0.0137"
"liuxia","2015/11/26 17:33:02","73","1","2015/12/8","61","0.0137"
"pengweijun","2015/11/26 15:54:28","73","1","2015/11/26","73","0.0137"
"chenyujuan","2015/11/26 16:06:21","73","1","2015/11/26","73","0.0137"
"wuyizhou","2015/11/26 16:56:52","73","1","2015/11/26","73","0.0137"
"majuan","2015/11/26 17:10:00","73","1","2015/11/26","73","0.0137"
"lujing_2","2015/11/26 16:53:58","73","1","2015/11/26","73","0.0137"
"chenluyi","2015/9/14 17:21:36","146","2","2015/9/18","142","0.0137"
"yanyan_2","2015/11/26 16:37:02","73","1","2015/11/26","73","0.0137"
"jiadeyuan","2015/11/26 15:04:18","73","1","2015/11/26","73","0.0137"
"chengjiawei","2015/11/26 16:53:00","73","1","2015/11/26","73","0.0137"
"xuyunjun","2015/11/26 16:25:44","73","1","2015/11/26","73","0.0137"
"liying_1","2015/11/26 10:50:09","73","1","2015/11/26","73","0.0137"
"wanghan","2015/11/26 11:15:00","73","1","2015/11/26","73","0.0137"
"lvrongping","2015/11/26 16:22:56","73","1","2015/11/26","73","0.0137"
"luyanni","2015/11/26 11:20:48","73","1","2016/1/5","33","0.0137"
"wangxiaoduan","2015/11/26 11:11:51","73","1","2015/11/26","73","0.0137"
"heyakun","2015/11/26 16:00:00","73","1","2015/11/26","73","0.0137"
"qiuhuan","2015/11/26 11:15:08","73","1","2015/11/26","73","0.0137"
"chenlingling","2015/11/26 15:55:52","73","1","2015/12/11","58","0.0137"
"zhangying_2","2015/11/26 16:30:51","73","1","2015/11/26","73","0.0137"
"mawen","2015/11/26 10:43:40","73","1","2015/11/26","73","0.0137"
"shihaoxiang","2015/11/26 16:33:03","73","1","2015/11/26","73","0.0137"
"liuhe_1","2015/11/26 16:06:20","73","1","2015/11/26","73","0.0137"
"zhangbingsheng","2015/9/15 15:46:28","145","2","2015/9/21","139","0.0138"
"chengang","2015/9/15 15:28:53","145","2","2015/12/3","66","0.0138"
"niwuming","2015/9/15 16:07:36","145","2","2015/9/17","143","0.0138"
"fuboqwen","2015/9/15 16:00:10","145","2","2016/1/28","10","0.0138"
"liushachao","2015/9/15 17:12:26","145","2","2015/11/28","71","0.0138"
"xuwenjun","2015/9/15 16:50:33","145","2","2016/2/2","5","0.0138"
"shixiumin","2015/9/15 14:58:30","145","2","2015/9/16","144","0.0138"
"peishibin","2015/9/15 17:59:28","145","2","2016/1/20","18","0.0138"
"wangyuxi","2015/9/15 11:32:47","145","2","2015/9/23","137","0.0138"
"huzhongyuan","2015/11/27 15:42:09","72","1","2015/11/27","72","0.0139"
"milixia","2015/11/27 11:46:26","72","1","2015/11/27","72","0.0139"
"liutongxin","2015/9/16 10:38:28","144","2","2015/12/10","59","0.0139"
"chenchen_4","2015/11/27 15:22:09","72","1","2015/11/27","72","0.0139"
"liulian_1","2015/11/27 16:29:47","72","1","2015/11/27","72","0.0139"
"xujing","2015/9/16 11:03:17","144","2","2015/9/22","138","0.0139"
"wuyue","2015/11/27 15:55:22","72","1","2015/11/27","72","0.0139"
"zhangfan_3","2015/11/27 15:17:52","72","1","2015/11/27","72","0.0139"
"laizhe","2015/11/27 17:44:47","72","1","2016/1/7","31","0.0139"
"taolei","2015/11/27 09:36:03","72","1","2015/11/27","72","0.0139"
"chenfeng_1","2015/11/27 15:15:20","72","1","2015/11/27","72","0.0139"
"zhuyidie","2015/11/27 09:56:38","72","1","2015/11/27","72","0.0139"
"lujing_3","2015/11/27 17:12:47","72","1","2015/11/27","72","0.0139"
"zhaojing_4","2015/11/27 10:04:06","72","1","2015/11/27","72","0.0139"
"jiangweichun","2015/9/16 15:39:26","144","2","2015/9/18","142","0.0139"
"yinjing","2015/11/27 15:13:14","72","1","2015/11/27","72","0.0139"
"weili","2015/9/16 11:43:51","144","2","2015/9/24","136","0.0139"
"liupeng_2","2015/11/27 10:24:28","72","1","2015/11/27","72","0.0139"
"luohongtao","2015/9/16 14:22:37","144","2","2015/9/17","143","0.0139"
"libinbin","2015/11/27 13:59:05","72","1","2016/1/20","18","0.0139"
"xuyaxin","2015/9/16 11:27:21","144","2","2015/12/10","59","0.0139"
"songfang","2015/11/27 10:55:53","72","1","2015/11/27","72","0.0139"
"laimeimei","2015/11/27 15:47:46","72","1","2015/11/27","72","0.0139"
"zhangguojun","2015/11/27 15:35:45","72","1","2015/11/27","72","0.0139"
"wangbaoqiang","2015/11/27 15:29:05","72","1","2015/11/30","69","0.0139"
"maqian","2015/11/27 11:04:03","72","1","2015/11/27","72","0.0139"
"chenzhe","2015/9/17 15:10:59","143","2","2015/11/3","96","0.0140"
"gaoaiqing","2015/9/17 15:04:56","143","2","2015/9/18","142","0.0140"
"lixun","2015/9/17 15:10:58","143","2","2015/9/18","142","0.0140"
"fuyulong","2015/9/17 11:06:10","143","2","2015/9/23","137","0.0140"
"chupingping","2015/9/17 14:59:39","143","2","2015/9/21","139","0.0140"
"zhaoneng","2015/9/17 09:07:21","143","2","2015/9/18","142","0.0140"
"wujialong","2015/9/17 11:09:49","143","2","2015/9/18","142","0.0140"
"luohangzhou","2015/9/17 16:47:47","143","2","2015/12/21","48","0.0140"
"baijie","2015/9/18 09:39:15","142","2","2015/9/25","135","0.0141"
"chenshijia","2015/9/18 17:47:20","142","2","2015/9/22","138","0.0141"
"kuanglei","2015/9/18 15:40:50","142","2","2016/1/21","17","0.0141"
"liang","2015/9/18 10:46:35","142","2","2015/10/8","122","0.0141"
"shenxiaobiao","2015/9/18 18:32:14","142","2","2015/9/22","138","0.0141"
"zhaoyuhui","2015/9/18 18:12:48","142","2","2015/9/29","131","0.0141"
"lisha","2015/9/18 17:18:56","142","2","2015/12/24","45","0.0141"
"wagnxiaoying","2015/9/18 17:29:35","142","2","2015/11/19","80","0.0141"
"yangyali","2015/9/18 18:12:49","142","2","2015/9/24","136","0.0141"
"wangshuanghua","2015/9/18 09:39:16","142","2","2015/9/24","136","0.0141"
"chenyuhui","2015/9/18 16:20:40","142","2","2015/10/8","122","0.0141"
"xuying_2","2015/9/18 17:18:56","142","2","2015/12/24","45","0.0141"
"liushuwei","2015/9/18 09:42:09","142","2","2015/11/9","90","0.0141"
"zhongyu","2015/9/18 15:11:51","142","2","2016/1/25","13","0.0141"
"fanyiqi","2015/9/18 16:16:36","142","2","2015/9/22","138","0.0141"
"yinhaibin","2015/9/21 16:23:42","139","2","2015/9/22","138","0.0144"
"likunze","2015/9/21 09:46:33","139","2","2015/9/22","138","0.0144"
"huangjin_1","2015/9/21 08:19:48","139","2","2015/9/23","137","0.0144"
"liuwei","2015/9/21 10:41:27","139","2","2016/2/1","6","0.0144"
"xiala","2015/9/21 10:41:10","139","2","2015/9/22","138","0.0144"
"zhongcaiwei","2015/9/21 11:03:47","139","2","2015/11/11","88","0.0144"
"zhangzhongyan","2015/9/21 16:25:56","139","2","2015/11/3","96","0.0144"
"huanglongyao","2015/9/22 17:20:49","138","2","2015/9/23","137","0.0145"
"bianweiwei","2015/9/22 16:11:16","138","2","2015/11/26","73","0.0145"
"lihongbo","2015/9/22 10:38:05","138","2","2015/9/23","137","0.0145"
"huangli_2","2015/11/30 11:21:44","69","1","2015/11/30","69","0.0145"
"zhouzheyu","2015/9/22 16:51:11","138","2","2016/1/6","32","0.0145"
"weiwei_2","2015/11/30 16:28:13","69","1","2015/11/30","69","0.0145"
"sunyulan","2015/11/30 16:41:16","69","1","2015/11/30","69","0.0145"
"kongxiangkui","2015/9/22 11:33:57","138","2","2015/12/8","61","0.0145"
"chenxiaoyuan","2015/11/30 15:35:30","69","1","2015/11/30","69","0.0145"
"zhangjiani","2015/11/30 16:06:58","69","1","2015/11/30","69","0.0145"
"shukuai","2015/11/30 16:36:33","69","1","2015/11/30","69","0.0145"
